"LSOA11CD","class","total_length"
"W01000726","A Road",3.163
"W01000727","Unclassified",2.422
"W01000727","Not Classified",0.045
"W01000728","Not Classified",95.259
"W01000728","B Road",19.533
"W01000728","Unclassified",140.947
"W01000729","Not Classified",2.255
"W01000729","Unclassified",3.155
"W01000729","B Road",0.842
"W01000730","B Road",7.301
"W01000730","Not Classified",10.623
"W01000730","Unclassified",10.132
"W01000731","Not Classified",8.41
"W01000731","A Road",3.313
"W01000731","Unclassified",12.648
"W01000731","B Road",1.935
"W01000732","Unclassified",2.775
"W01000732","B Road",0.149
"W01000732","Not Classified",2.318
"W01000733","B Road",0.268
"W01000733","Not Classified",1.532
"W01000733","Unclassified",3.756
"W01000733","A Road",0.518
"W01000734","Not Classified",1.42
"W01000734","Unclassified",3.128
"W01000735","B Road",2.874
"W01000735","Unclassified",28.155
"W01000735","Not Classified",15.017
"W01000735","A Road",2.964
"W01000736","Not Classified",2.996
"W01000736","Unclassified",7.564
"W01000736","B Road",0.11
"W01000737","Not Classified",2.174
"W01000737","B Road",1.471
"W01000737","Unclassified",5.446
"W01000738","Unclassified",7.738
"W01000738","Not Classified",2.406
"W01000739","A Road",0.76
"W01000739","Not Classified",0.955
"W01000739","B Road",1.632
"W01000739","Unclassified",3.785
"W01000740","Not Classified",0.463
"W01000740","A Road",0.147
"W01000740","Unclassified",4.73
"W01000741","Unclassified",6.887
"W01000741","B Road",0.67
"W01000741","Not Classified",2.463
"W01000741","A Road",0.128
"W01000742","Not Classified",0.256
"W01000742","B Road",0.615
"W01000742","A Road",0.208
"W01000742","Unclassified",3.637
"W01000744","A Road",0.887
"W01000744","Not Classified",0.102
"W01000744","B Road",0.135
"W01000744","Unclassified",3.12
"W01000745","A Road",0.881
"W01000745","Unclassified",4.754
"W01000745","Not Classified",1.104
"W01000745","B Road",0.412
"W01000746","Unclassified",3.036
"W01000746","Not Classified",0.191
"W01000747","A Road",0.072
"W01000747","Not Classified",0.186
"W01000747","B Road",0.088
"W01000747","Unclassified",1.735
"W01000749","Unclassified",2.4
"W01000749","A Road",0.153
"W01000749","Not Classified",0.577
"W01000749","B Road",0.442
"W01000750","Not Classified",1.075
"W01000750","Unclassified",5.971
"W01000751","Unclassified",6.251
"W01000751","A Road",0.056
"W01000751","B Road",1.008
"W01000751","Not Classified",2.478
"W01000752","B Road",0.097
"W01000752","Not Classified",0.4
"W01000752","Unclassified",4.546
"W01000753","Not Classified",0.199
"W01000753","Unclassified",4.013
"W01000754","Not Classified",1.778
"W01000754","B Road",0.746
"W01000754","A Road",0.04
"W01000754","Unclassified",3.742
"W01000755","Not Classified",1.553
"W01000755","A Road",0.644
"W01000755","Unclassified",4.776
"W01000756","B Road",0.548
"W01000756","Unclassified",5.042
"W01000756","Not Classified",1.701
"W01000757","B Road",0.634
"W01000757","Unclassified",3.735
"W01000757","A Road",0.989
"W01000757","Not Classified",1.077
"W01000758","Not Classified",0.75
"W01000758","Unclassified",4.356
"W01000758","A Road",0.699
"W01000759","Unclassified",2.935
"W01000759","B Road",1.018
"W01000759","Not Classified",2.045
"W01000760","A Road",0.079
"W01000760","Not Classified",2.306
"W01000760","Unclassified",6.437
"W01000760","B Road",0.56
"W01000761","A Road",0.293
"W01000761","Not Classified",0.534
"W01000761","Unclassified",3.517
"W01000762","Unclassified",3.757
"W01000762","Not Classified",0.221
"W01000763","Unclassified",1.578
"W01000764","Not Classified",2.076
"W01000764","Unclassified",4.365
"W01000764","A Road",1.063
"W01000765","Not Classified",0.405
"W01000765","Unclassified",2.742
"W01000765","B Road",0.118
"W01000766","Not Classified",0.881
"W01000766","Unclassified",2.909
"W01000767","Unclassified",3.442
"W01000767","Not Classified",1.109
"W01000768","B Road",0.754
"W01000768","Not Classified",0.807
"W01000768","Unclassified",2.914
"W01000769","Not Classified",1.165
"W01000769","Unclassified",4.595
"W01000770","Unclassified",2.828
"W01000770","B Road",0.363
"W01000770","Not Classified",0.15
"W01000771","A Road",1.611
"W01000771","Unclassified",6.718
"W01000771","Not Classified",3.072
"W01000772","Not Classified",2.477
"W01000772","Unclassified",11.998
"W01000773","Unclassified",8.177
"W01000773","A Road",0.878
"W01000773","B Road",0.628
"W01000773","Not Classified",2.833
"W01000774","B Road",0.226
"W01000774","A Road",0.617
"W01000774","Unclassified",3.187
"W01000774","Not Classified",2.095
"W01000775","A Road",6.445
"W01000775","Not Classified",38.108
"W01000775","B Road",5.697
"W01000775","Unclassified",32.277
"W01000776","B Road",10.468
"W01000776","A Road",5.285
"W01000776","Unclassified",40.909
"W01000776","Not Classified",29.781
"W01000777","Not Classified",0.458
"W01000777","B Road",1.429
"W01000777","Unclassified",3.993
"W01000778","Unclassified",3.81
"W01000778","Not Classified",1.474
"W01000778","B Road",0.532
"W01000779","Not Classified",2.833
"W01000779","Unclassified",4.985
"W01000779","B Road",2.317
"W01000781","Not Classified",0.359
"W01000781","B Road",0.008
"W01000781","Unclassified",3.658
"W01000782","Unclassified",2.395
"W01000782","Not Classified",0.18
"W01000782","B Road",0.284
"W01000784","B Road",0.801
"W01000784","Not Classified",0.48
"W01000784","Unclassified",1.792
"W01000785","Unclassified",3.678
"W01000785","B Road",0.38
"W01000786","Not Classified",2.894
"W01000786","A Road",3.298
"W01000786","Unclassified",3.645
"W01000786","B Road",3.009
"W01000787","B Road",0.048
"W01000787","Not Classified",1.843
"W01000787","A Road",0.152
"W01000787","Unclassified",4.942
"W01000788","Not Classified",1.352
"W01000788","A Road",0.895
"W01000788","B Road",1.654
"W01000788","Unclassified",4.093
"W01000789","B Road",0.506
"W01000789","Not Classified",0.275
"W01000789","Unclassified",2.096
"W01000790","Not Classified",0.945
"W01000790","B Road",0.349
"W01000790","Unclassified",4.119
"W01000790","A Road",0.004
"W01000791","B Road",0.197
"W01000791","Unclassified",3.268
"W01000791","A Road",0.326
"W01000792","A Road",3.187
"W01000792","Unclassified",7.479
"W01000792","Not Classified",2.681
"W01000793","Not Classified",12.294
"W01000793","A Road",2.357
"W01000793","Unclassified",8.461
"W01000793","Motorway",3.71
"W01000793","B Road",2.048
"W01000794","Not Classified",5.563
"W01000794","Unclassified",20.945
"W01000794","B Road",1.543
"W01000794","A Road",2.739
"W01000795","Unclassified",3.459
"W01000795","Motorway",0.351
"W01000795","B Road",0.409
"W01000795","A Road",0.9
"W01000795","Not Classified",2.493
"W01000796","Motorway",0.004
"W01000796","Not Classified",1.657
"W01000796","Unclassified",10.259
"W01000797","Unclassified",3.385
"W01000797","Not Classified",0.254
"W01000797","A Road",0.444
"W01000797","B Road",0.884
"W01000798","Not Classified",0.198
"W01000798","Unclassified",4.079
"W01000799","Not Classified",0.525
"W01000799","Unclassified",3.968
"W01000800","B Road",2.259
"W01000800","Not Classified",1.496
"W01000800","Unclassified",4.201
"W01000801","Unclassified",2.939
"W01000801","Not Classified",0.271
"W01000801","B Road",0.865
"W01000802","Unclassified",5.853
"W01000802","B Road",0.071
"W01000802","Not Classified",0.571
"W01000802","A Road",0.729
"W01000803","Unclassified",52.451
"W01000803","Not Classified",34.08
"W01000804","B Road",1.147
"W01000804","Unclassified",3.944
"W01000804","Not Classified",2.782
"W01000804","A Road",0.662
"W01000805","B Road",0.056
"W01000805","Not Classified",0.379
"W01000805","Unclassified",3.778
"W01000806","Unclassified",2.611
"W01000806","A Road",0.107
"W01000806","B Road",0.423
"W01000806","Not Classified",0.28
"W01000806","Motorway",0.021
"W01000807","Not Classified",0.243
"W01000807","Unclassified",4.017
"W01000808","Not Classified",0.496
"W01000808","Unclassified",3.341
"W01000809","Not Classified",0.392
"W01000809","Unclassified",2.342
"W01000809","B Road",0.612
"W01000809","A Road",1.352
"W01000810","Unclassified",3.102
"W01000810","Not Classified",0.214
"W01000811","Unclassified",3.791
"W01000811","Not Classified",0.248
"W01000812","Not Classified",0.396
"W01000812","Unclassified",3.259
"W01000812","A Road",1.682
"W01000812","B Road",0.163
"W01000813","A Road",0.25
"W01000813","B Road",0.16
"W01000813","Not Classified",1.061
"W01000813","Unclassified",3.01
"W01000814","Not Classified",0.514
"W01000814","Unclassified",2.955
"W01000814","B Road",0.693
"W01000815","B Road",1.241
"W01000815","Motorway",0.68
"W01000815","Unclassified",4.755
"W01000815","A Road",0.782
"W01000815","Not Classified",4.255
"W01000816","Unclassified",6.6
"W01000816","Not Classified",3.027
"W01000817","Unclassified",4.238
"W01000817","Not Classified",2.32
"W01000817","B Road",0.527
"W01000818","Not Classified",0.24
"W01000818","Unclassified",3.188
"W01000819","Not Classified",0.266
"W01000819","Unclassified",3.909
"W01000820","Unclassified",2.197
"W01000820","Not Classified",0.514
"W01000820","B Road",1.038
"W01000821","Not Classified",0.648
"W01000821","B Road",0.406
"W01000821","Unclassified",3.898
"W01000822","A Road",0.66
"W01000822","Not Classified",3.736
"W01000822","Unclassified",3.192
"W01000823","Not Classified",0.589
"W01000823","Unclassified",5.109
"W01000823","B Road",0.001
"W01000824","Not Classified",3.383
"W01000824","B Road",1.51
"W01000824","Unclassified",6.717
"W01000825","B Road",0.674
"W01000825","Unclassified",2.684
"W01000825","Not Classified",0.884
"W01000825","A Road",0.213
"W01000826","B Road",0.678
"W01000826","Unclassified",7.13
"W01000826","Not Classified",1.775
"W01000827","Not Classified",1.195
"W01000827","B Road",0.669
"W01000827","Unclassified",3.266
"W01000828","Not Classified",4.429
"W01000828","Unclassified",14.079
"W01000828","B Road",2.791
"W01000829","Not Classified",0.717
"W01000829","Unclassified",6.474
"W01000829","B Road",1.998
"W01000830","Not Classified",0.121
"W01000830","Unclassified",4.473
"W01000831","Unclassified",3.793
"W01000831","Not Classified",0.338
"W01000832","Unclassified",2.999
"W01000832","Not Classified",0.127
"W01000833","Unclassified",2.789
"W01000833","Not Classified",0.592
"W01000834","Unclassified",4.268
"W01000834","Not Classified",0.504
"W01000835","Not Classified",0.332
"W01000835","Unclassified",3.494
"W01000836","A Road",0.061
"W01000836","B Road",0.362
"W01000836","Unclassified",6.185
"W01000836","Not Classified",0.305
"W01000837","Unclassified",7.437
"W01000837","A Road",3.922
"W01000837","Not Classified",3.329
"W01000837","Motorway",0.838
"W01000838","Unclassified",5.709
"W01000838","Not Classified",1.101
"W01000838","A Road",1.289
"W01000839","Unclassified",4.631
"W01000839","Not Classified",4.062
"W01000839","A Road",2.987
"W01000839","B Road",0.868
"W01000840","Not Classified",3.205
"W01000840","Unclassified",7.252
"W01000841","Not Classified",0.165
"W01000841","Unclassified",3.354
"W01000842","B Road",2.993
"W01000842","Unclassified",6.885
"W01000842","Not Classified",1.837
"W01000843","Unclassified",2.88
"W01000843","Not Classified",0.36
"W01000844","Unclassified",3.935
"W01000844","Not Classified",1.42
"W01000845","Unclassified",5.735
"W01000845","A Road",1.672
"W01000845","B Road",0.727
"W01000845","Not Classified",1.867
"W01000846","A Road",1.22
"W01000846","Not Classified",0.668
"W01000846","Unclassified",5.181
"W01000847","Not Classified",4.403
"W01000847","Unclassified",5.967
"W01000847","A Road",0.05
"W01000848","Not Classified",0.097
"W01000848","Unclassified",2.569
"W01000849","Unclassified",7.213
"W01000849","A Road",1.629
"W01000849","Not Classified",3.766
"W01000850","A Road",1.313
"W01000850","Unclassified",4.406
"W01000850","Not Classified",6.32
"W01000851","Not Classified",0.227
"W01000851","B Road",0.055
"W01000851","Unclassified",3.085
"W01000851","A Road",0.882
"W01000852","Not Classified",1.105
"W01000852","Unclassified",2.883
"W01000853","Not Classified",2.196
"W01000853","A Road",0.229
"W01000853","Unclassified",2.928
"W01000854","Unclassified",4.765
"W01000854","Not Classified",1.745
"W01000855","Unclassified",3.106
"W01000855","Not Classified",0.294
"W01000855","A Road",0.241
"W01000856","Unclassified",3.583
"W01000856","Not Classified",0.404
"W01000856","A Road",0.077
"W01000857","Unclassified",2.255
"W01000857","Not Classified",0.655
"W01000857","A Road",0.202
"W01000858","Unclassified",3.171
"W01000858","Not Classified",0.857
"W01000858","A Road",0.605
"W01000859","B Road",0.035
"W01000859","Not Classified",0.036
"W01000859","Unclassified",4.136
"W01000860","Not Classified",2.734
"W01000860","Unclassified",5.138
"W01000860","A Road",0.976
"W01000860","B Road",1.634
"W01000861","Unclassified",1.484
"W01000861","A Road",2.237
"W01000861","B Road",0.102
"W01000861","Not Classified",4.462
"W01000862","Not Classified",0.176
"W01000862","Unclassified",2.099
"W01000863","Unclassified",1.137
"W01000863","Not Classified",0.106
"W01000864","Not Classified",0.12
"W01000864","Unclassified",3.43
"W01000865","Unclassified",1.71
"W01000865","Not Classified",0.129
"W01000866","Not Classified",0.622
"W01000866","Unclassified",2.521
"W01000867","Unclassified",3.051
"W01000867","Not Classified",0.044
"W01000868","A Road",0.183
"W01000868","Unclassified",3.76
"W01000868","Not Classified",0.512
"W01000869","A Road",0.062
"W01000869","Unclassified",3.983
"W01000869","Not Classified",0.928
"W01000870","A Road",0.187
"W01000870","Unclassified",1.859
"W01000870","Not Classified",1.056
"W01000871","A Road",0.183
"W01000871","Not Classified",0.449
"W01000871","Unclassified",2.727
"W01000872","Unclassified",3.423
"W01000872","A Road",0.278
"W01000872","Not Classified",0.221
"W01000873","A Road",0.746
"W01000873","Not Classified",0.829
"W01000873","Unclassified",1.948
"W01000874","Not Classified",1.962
"W01000874","Unclassified",2.48
"W01000874","A Road",0.26
"W01000875","A Road",0.195
"W01000875","B Road",0.123
"W01000875","Not Classified",0.702
"W01000875","Unclassified",2.129
"W01000876","Unclassified",2.753
"W01000876","Not Classified",0.725
"W01000877","Unclassified",3.085
"W01000877","B Road",0
"W01000877","Not Classified",0.916
"W01000877","A Road",0.469
"W01000878","A Road",0.587
"W01000878","Not Classified",0.44
"W01000878","Unclassified",2.436
"W01000878","B Road",0.419
"W01000879","Unclassified",5.216
"W01000879","Not Classified",0.195
"W01000880","Unclassified",4.213
"W01000880","Not Classified",0.854
"W01000880","A Road",0.829
"W01000881","Not Classified",0.922
"W01000881","A Road",0.349
"W01000881","Unclassified",4.084
"W01000882","B Road",0.002
"W01000882","Not Classified",0.332
"W01000882","Unclassified",4.741
"W01000883","A Road",0.444
"W01000883","Unclassified",7.893
"W01000883","Not Classified",0.717
"W01000884","Not Classified",1.875
"W01000884","Motorway",0.018
"W01000884","B Road",0.167
"W01000884","Unclassified",2.94
"W01000884","A Road",0.292
"W01000885","Unclassified",4.885
"W01000885","Not Classified",3.142
"W01000885","A Road",0.074
"W01000886","Not Classified",2.768
"W01000886","A Road",0.54
"W01000886","Unclassified",4.115
"W01000887","B Road",1.584
"W01000887","Unclassified",8.584
"W01000887","A Road",3.963
"W01000887","Not Classified",4.474
"W01000888","A Road",0.791
"W01000888","Unclassified",12.169
"W01000888","Not Classified",4.532
"W01000889","A Road",2.656
"W01000889","Not Classified",1.17
"W01000889","Unclassified",5.24
"W01000889","Motorway",2.453
"W01000890","Not Classified",0.217
"W01000890","Unclassified",4.948
"W01000891","Not Classified",0.771
"W01000891","A Road",0.102
"W01000891","Unclassified",3.99
"W01000892","Unclassified",8.845
"W01000892","Not Classified",22.41
"W01000892","A Road",0.998
"W01000893","Unclassified",7.74
"W01000893","Not Classified",7.506
"W01000893","B Road",0.177
"W01000893","A Road",0.283
"W01000894","Not Classified",2.422
"W01000894","A Road",0.656
"W01000894","Unclassified",4.884
"W01000895","Unclassified",4.081
"W01000895","Not Classified",2.429
"W01000895","A Road",1.233
"W01000896","Unclassified",3.4
"W01000896","Not Classified",1.652
"W01000897","Not Classified",2.717
"W01000897","Unclassified",8.087
"W01000898","A Road",0.766
"W01000898","B Road",5.351
"W01000898","Not Classified",11.723
"W01000898","Unclassified",8.555
"W01000899","Unclassified",5.229
"W01000899","Not Classified",0.926
