"LSOA11CD","descriptiveterm","total_length"
"W01000156","Local Street",4.346
"W01000156","Alley",0.116
"W01000156","Private Road - Restricted Access",0.309
"W01000156","B Road",0.063
"W01000157","Alley",0.482
"W01000157","Minor Road",1.797
"W01000157","B Road",0.068
"W01000157","Local Street",4.719
"W01000157","Private Road - Restricted Access",0.87
"W01000158","Private Road - Publicly Accessible",0.139
"W01000158","Private Road - Restricted Access",1.704
"W01000158","Minor Road",0.21
"W01000158","Local Street",7.398
"W01000158","B Road",2.18
"W01000159","Minor Road",89.271
"W01000159","Private Road - Restricted Access",49.253
"W01000159","A Road",26.203
"W01000159","B Road",19.229
"W01000159","Local Street",6.719
"W01000162","Private Road - Restricted Access",59.729
"W01000162","B Road",22.183
"W01000162","Minor Road",144.959
"W01000162","Private Road - Publicly Accessible",0.366
"W01000162","Local Street",10.221
"W01000162","A Road",29.706
"W01000163","Local Street",4.461
"W01000163","Minor Road",9.024
"W01000163","Alley",0.026
"W01000163","A Road",9.825
"W01000163","Private Road - Restricted Access",2.463
"W01000164","Local Street",3.949
"W01000164","Private Road - Restricted Access",1.902
"W01000164","Minor Road",8.529
"W01000165","Local Street",7.238
"W01000165","Private Road - Restricted Access",0.127
"W01000165","A Road",6.342
"W01000165","Alley",0.067
"W01000165","Minor Road",2.579
"W01000165","B Road",0.517
"W01000166","A Road",4.681
"W01000166","Alley",0.072
"W01000166","Local Street",7.002
"W01000166","Private Road - Restricted Access",3.167
"W01000166","B Road",0.738
"W01000166","Minor Road",3.381
"W01000167","A Road",9.315
"W01000167","Alley",0.132
"W01000167","Local Street",5.478
"W01000167","Minor Road",7.102
"W01000167","Private Road - Restricted Access",1.518
"W01000168","Local Street",4.411
"W01000168","Alley",1.143
"W01000168","A Road",0.898
"W01000168","Minor Road",1.418
"W01000168","Private Road - Restricted Access",0.01
"W01000169","Alley",0.691
"W01000169","Private Road - Publicly Accessible",0.386
"W01000169","Minor Road",2.881
"W01000169","Local Street",7.866
"W01000169","A Road",0.545
"W01000169","Private Road - Restricted Access",0.151
"W01000170","Alley",0.285
"W01000170","Private Road - Restricted Access",10.171
"W01000170","Minor Road",5.835
"W01000170","Local Street",6.963
"W01000170","A Road",3.031
"W01000171","Local Street",5.348
"W01000171","Minor Road",6.026
"W01000171","Alley",0.062
"W01000171","Private Road - Restricted Access",8.102
"W01000171","A Road",3.51
"W01000172","Local Street",5.129
"W01000172","A Road",7.677
"W01000172","Alley",0.211
"W01000172","Minor Road",3.975
"W01000172","Private Road - Restricted Access",6.141
"W01000173","Private Road - Restricted Access",7.751
"W01000173","Local Street",3.976
"W01000173","A Road",0.934
"W01000173","Alley",0.061
"W01000173","B Road",0.759
"W01000173","Minor Road",12.483
"W01000174","Private Road - Restricted Access",0.661
"W01000174","B Road",0.739
"W01000174","Alley",0.078
"W01000174","Minor Road",1.956
"W01000174","Local Street",5.541
"W01000175","Alley",0.078
"W01000175","Local Street",7.997
"W01000175","Minor Road",2.555
"W01000175","Private Road - Restricted Access",0.554
"W01000175","B Road",2.74
"W01000176","A Road",5.383
"W01000176","Private Road - Restricted Access",1.487
"W01000176","Alley",0.614
"W01000176","Local Street",6.137
"W01000176","Private Road - Publicly Accessible",0.217
"W01000177","A Road",4.977
"W01000177","Minor Road",5.502
"W01000177","Local Street",4.867
"W01000177","Private Road - Restricted Access",2.125
"W01000178","Alley",0.217
"W01000178","A Road",4.607
"W01000178","Local Street",5.528
"W01000178","Private Road - Restricted Access",1.055
"W01000179","Alley",0.217
"W01000179","Local Street",8.112
"W01000179","Private Road - Restricted Access",1.595
"W01000179","A Road",7.297
"W01000179","Minor Road",1.028
"W01000180","Private Road - Restricted Access",4.092
"W01000180","Alley",0.054
"W01000180","Local Street",7.303
"W01000180","Minor Road",9.093
"W01000180","B Road",2.994
"W01000181","Minor Road",1.252
"W01000181","B Road",1.759
"W01000181","Private Road - Restricted Access",0.063
"W01000181","Local Street",5.845
"W01000182","Pedestrianised Street",0.15
"W01000182","Private Road - Publicly Accessible",0.09
"W01000182","Private Road - Restricted Access",0.403
"W01000182","B Road",1.253
"W01000182","Alley",0.445
"W01000182","Minor Road",2.569
"W01000182","A Road",4.062
"W01000182","Local Street",6.052
"W01000183","A Road",3.862
"W01000183","Alley",0.117
"W01000183","Private Road - Restricted Access",0.472
"W01000183","Minor Road",1.783
"W01000183","B Road",1.761
"W01000183","Local Street",6.305
"W01000183","Private Road - Publicly Accessible",0.04
"W01000184","A Road",5.073
"W01000184","Local Street",11.091
"W01000184","Minor Road",3.11
"W01000184","Private Road - Restricted Access",12.866
"W01000184","Alley",0.073
"W01000185","Local Street",6.977
"W01000185","B Road",11.834
"W01000185","Private Road - Restricted Access",59.833
"W01000185","Minor Road",17.641
"W01000186","Local Street",7.161
"W01000186","Minor Road",0.988
"W01000186","Private Road - Restricted Access",0.814
"W01000186","A Road",2.84
"W01000186","Alley",0.211
"W01000186","B Road",1.032
"W01000187","Local Street",4.862
"W01000187","Minor Road",1.039
"W01000187","Private Road - Restricted Access",0.618
"W01000187","Private Road - Publicly Accessible",0.543
"W01000187","A Road",1.026
"W01000188","Private Road - Restricted Access",0.811
"W01000188","A Road",0.868
"W01000188","B Road",0.448
"W01000188","Minor Road",0.075
"W01000188","Local Street",6.011
"W01000189","Local Street",15.851
"W01000189","Private Road - Restricted Access",147.68
"W01000189","Alley",0.229
"W01000189","B Road",36.744
"W01000189","A Road",16.842
"W01000189","Minor Road",69.898
"W01000190","Minor Road",84.832
"W01000190","Private Road - Restricted Access",165.047
"W01000190","A Road",14.308
"W01000190","Local Street",13.507
"W01000190","B Road",21.938
"W01000190","Alley",0.107
"W01000191","Alley",0.074
"W01000191","B Road",4.673
"W01000191","Private Road - Restricted Access",14.172
"W01000191","Minor Road",16.544
"W01000191","A Road",19.093
"W01000191","Local Street",11.288
"W01000191","Private Road - Publicly Accessible",1.635
"W01000192","Private Road - Restricted Access",29.728
"W01000192","A Road",14.017
"W01000192","B Road",6.82
"W01000192","Local Street",4.873
"W01000192","Minor Road",30.217
"W01000193","Local Street",3.358
"W01000193","Minor Road",22.679
"W01000193","A Road",11.816
"W01000193","B Road",1.675
"W01000193","Private Road - Restricted Access",15.55
"W01000194","Local Street",6.132
"W01000194","A Road",0.901
"W01000194","Private Road - Restricted Access",1.543
"W01000194","Minor Road",1.708
"W01000194","Pedestrianised Street",0.039
"W01000194","B Road",0.731
"W01000195","Private Road - Restricted Access",0.338
"W01000195","Local Street",5.195
"W01000195","Minor Road",2.516
"W01000195","A Road",3.012
"W01000196","Private Road - Publicly Accessible",0.104
"W01000196","Private Road - Restricted Access",3.378
"W01000196","Minor Road",1.722
"W01000196","A Road",4.334
"W01000196","Local Street",4.063
"W01000197","Local Street",5.896
"W01000197","A Road",6.953
"W01000197","Minor Road",16.634
"W01000197","Private Road - Restricted Access",10.719
"W01000198","B Road",0.54
"W01000198","A Road",0.247
"W01000198","Minor Road",0.011
"W01000198","Local Street",3.655
"W01000198","Private Road - Restricted Access",0.338
"W01000199","B Road",10.105
"W01000199","Private Road - Restricted Access",14.651
"W01000199","A Road",4.374
"W01000199","Local Street",4.678
"W01000199","Minor Road",15.843
"W01000200","Private Road - Restricted Access",1.175
"W01000200","Local Street",2.593
"W01000200","A Road",1.689
"W01000200","Minor Road",10.595
"W01000200","Alley",0.092
"W01000201","A Road",4.617
"W01000201","Local Street",5.517
"W01000201","Minor Road",9.646
"W01000201","Private Road - Restricted Access",3.038
"W01000201","B Road",3.478
"W01000201","Alley",0.142
"W01000202","Local Street",5.431
"W01000202","B Road",15.247
"W01000202","Private Road - Publicly Accessible",0.081
"W01000202","A Road",5.311
"W01000202","Private Road - Restricted Access",109.791
"W01000202","Minor Road",92.803
"W01000203","A Road",30.735
"W01000203","B Road",13.964
"W01000203","Private Road - Restricted Access",72.712
"W01000203","Minor Road",70.666
"W01000203","Local Street",10.46
"W01000204","A Road",5.986
"W01000204","B Road",7.681
"W01000204","Minor Road",27.77
"W01000204","Private Road - Restricted Access",30.525
"W01000204","Local Street",5.591
"W01000205","Private Road - Restricted Access",49.3
"W01000205","Minor Road",28.449
"W01000205","B Road",17.816
"W01000205","Local Street",13.296
"W01000206","Alley",0.026
"W01000206","Local Street",11.423
"W01000206","Private Road - Publicly Accessible",1.361
"W01000206","A Road",4.544
"W01000206","Private Road - Restricted Access",27.727
"W01000206","B Road",7.983
"W01000206","Minor Road",63.551
"W01000207","B Road",12.143
"W01000207","Private Road - Restricted Access",54.215
"W01000207","Minor Road",124.111
"W01000207","Private Road - Publicly Accessible",0.544
"W01000207","A Road",31.121
"W01000207","Local Street",12.077
"W01000208","Private Road - Publicly Accessible",0.374
"W01000208","Minor Road",48.92
"W01000208","B Road",1.019
"W01000208","Private Road - Restricted Access",27.456
"W01000208","Local Street",10.825
"W01000208","A Road",14.841
"W01000209","Minor Road",8.365
"W01000209","A Road",4.273
"W01000209","Private Road - Restricted Access",4.024
"W01000209","Local Street",3.756
"W01000210","Private Road - Restricted Access",9.273
"W01000210","Local Street",4.325
"W01000210","B Road",0.298
"W01000210","A Road",8.676
"W01000210","Minor Road",24.843
"W01000211","Private Road - Restricted Access",117.976
"W01000211","A Road",8.014
"W01000211","Private Road - Publicly Accessible",1.436
"W01000211","Local Street",13.154
"W01000211","B Road",17.042
"W01000211","Minor Road",146.643
"W01000212","Minor Road",1.529
"W01000212","A Road",1.095
"W01000212","B Road",0.049
"W01000212","Local Street",10.113
"W01000212","Private Road - Restricted Access",0.196
"W01000212","Alley",0.028
"W01000212","Pedestrianised Street",0.062
"W01000213","Minor Road",0.657
"W01000213","Private Road - Restricted Access",0.491
"W01000213","Local Street",4.382
"W01000213","A Road",0.278
"W01000213","B Road",0.838
"W01000214","B Road",0.103
"W01000214","Alley",0.161
"W01000214","Minor Road",1.819
"W01000214","A Road",1.498
"W01000214","Local Street",6.08
"W01000214","Private Road - Restricted Access",1.719
"W01000215","A Road",0.865
"W01000215","Private Road - Restricted Access",1.181
"W01000215","Minor Road",1.473
"W01000215","Local Street",6.42
"W01000216","A Road",3.084
"W01000216","Local Street",6.946
"W01000216","Private Road - Restricted Access",2.567
"W01000216","Minor Road",3.813
"W01000217","Minor Road",1.783
"W01000217","Alley",0.319
"W01000217","A Road",1.803
"W01000217","Private Road - Restricted Access",0.969
"W01000217","Local Street",7.225
"W01000218","Local Street",4.774
"W01000218","Minor Road",0.673
"W01000218","A Road",0.889
"W01000218","Private Road - Publicly Accessible",0.012
"W01000218","B Road",0.362
"W01000218","Private Road - Restricted Access",0.174
"W01000219","A Road",0.995
"W01000219","Local Street",8.968
"W01000219","Minor Road",0.237
"W01000220","Local Street",8.185
"W01000220","A Road",1.246
"W01000220","Alley",0.103
"W01000220","Private Road - Restricted Access",0.113
"W01000220","Minor Road",0.511
"W01000221","Minor Road",1.746
"W01000221","Local Street",4.061
"W01000222","Local Street",6.485
"W01000222","Minor Road",1.161
"W01000222","Alley",0.075
"W01000222","Private Road - Restricted Access",0.249
"W01000223","Private Road - Restricted Access",5.913
"W01000223","B Road",4.125
"W01000223","Minor Road",5.538
"W01000223","A Road",14.554
"W01000223","Private Road - Publicly Accessible",0.084
"W01000223","Local Street",10.186
"W01000224","Private Road - Restricted Access",0.574
"W01000224","Minor Road",1.976
"W01000224","A Road",1.713
"W01000224","Local Street",5.86
"W01000224","Alley",0.225
"W01000225","Minor Road",1.586
"W01000225","Alley",0.225
"W01000225","Local Street",6.509
"W01000225","A Road",5.307
"W01000225","Private Road - Publicly Accessible",0.084
"W01000225","Private Road - Restricted Access",1.152
"W01000226","Private Road - Restricted Access",1.304
"W01000226","B Road",0.807
"W01000226","Minor Road",0.072
"W01000226","Local Street",5.16
"W01000226","Alley",0.171
"W01000226","A Road",1.783
"W01000227","A Road",0.818
"W01000227","Alley",0.098
"W01000227","Local Street",5.799
"W01000227","B Road",0.449
"W01000227","Private Road - Restricted Access",0.592
"W01000227","Minor Road",0.61
"W01000228","Minor Road",0.042
"W01000228","Private Road - Restricted Access",0.774
"W01000228","Alley",0.344
"W01000228","B Road",1.477
"W01000228","A Road",1.581
"W01000228","Local Street",4.362
"W01000229","Local Street",4.817
"W01000229","Minor Road",0.942
"W01000229","A Road",0.362
"W01000230","Alley",0.032
"W01000230","A Road",0.687
"W01000230","Local Street",6.545
"W01000230","Minor Road",0.721
"W01000231","B Road",0.871
"W01000231","Alley",0.061
"W01000231","Minor Road",0.563
"W01000231","Local Street",4.267
"W01000231","Private Road - Restricted Access",0.01
"W01000232","B Road",0.708
"W01000232","Minor Road",0.626
"W01000232","Local Street",5.103
"W01000233","B Road",0.357
"W01000233","Minor Road",0.808
"W01000233","Private Road - Restricted Access",0.035
"W01000233","A Road",0.312
"W01000233","Local Street",5.075
"W01000234","Local Street",4.351
"W01000234","B Road",0.522
"W01000234","Private Road - Restricted Access",0.062
"W01000234","Minor Road",1.127
"W01000235","Private Road - Restricted Access",0.121
"W01000235","Minor Road",0.264
"W01000235","Local Street",5.393
"W01000236","Alley",0.589
"W01000236","A Road",0.583
"W01000236","Private Road - Restricted Access",0.516
"W01000236","Minor Road",1.469
"W01000236","Local Street",5.256
"W01000237","Alley",0.219
"W01000237","Local Street",5.01
"W01000237","Private Road - Restricted Access",0.728
"W01000237","Minor Road",0.914
"W01000237","Private Road - Publicly Accessible",0.069
"W01000238","Minor Road",0.823
"W01000238","B Road",0.739
"W01000238","A Road",0.878
"W01000238","Private Road - Restricted Access",0.256
"W01000238","Local Street",4.189
"W01000238","Alley",0.276
"W01000239","A Road",0.399
"W01000239","Alley",1.6
"W01000239","Local Street",4.432
"W01000239","Minor Road",0.215
"W01000239","Private Road - Restricted Access",0.239
"W01000239","B Road",1.322
"W01000240","A Road",1.659
"W01000240","Private Road - Restricted Access",0.645
"W01000240","B Road",0.9
"W01000240","Minor Road",0.784
"W01000240","Alley",0.784
"W01000240","Pedestrianised Street",0.538
"W01000240","Local Street",3.607
"W01000241","Private Road - Restricted Access",0.233
"W01000241","A Road",1.211
"W01000241","Minor Road",0.404
"W01000241","Local Street",3.482
"W01000241","Alley",0.653
"W01000241","B Road",0.699
"W01000242","A Road",2.811
"W01000242","Minor Road",5.008
"W01000242","Private Road - Publicly Accessible",0.068
